gene,string_id
HUMORF5,"['9606.ENSP00000464512', '9606.ENSP00000464512', '9606.ENSP00000464512']"
HUMORFA01,"['9606.ENSP00000268182', '9606.ENSP00000268182', '9606.ENSP00000268182']"
HUMP68,['9606.ENSP00000225792']
HUMPCP,"['9606.ENSP00000377055', '9606.ENSP00000377055', '9606.ENSP00000377055']"
HUMPMKI,"['9606.ENSP00000357452', '9606.ENSP00000357452', '9606.ENSP00000357452']"
HUMPPA,"['9606.ENSP00000336587', '9606.ENSP00000336587', '9606.ENSP00000336587', '9606.ENSP00000336587']"
HUMRPL29,"['9606.ENSP00000294189', '9606.ENSP00000294189', '9606.ENSP00000294189']"
HUMSIAH,['9606.ENSP00000349156']
HUMZD58C02,"['9606.ENSP00000485276', '9606.ENSP00000485276']"
HUNK,"['9606.ENSP00000270112', '9606.ENSP00000270112', '9606.ENSP00000270112', '9606.ENSP00000270112', '9606.ENSP00000270112']"
HUNK1,"['9606.ENSP00000263377', '9606.ENSP00000263377', '9606.ENSP00000263377', '9606.ENSP00000263377']"
HUNKI,"['9606.ENSP00000263377', '9606.ENSP00000263377', '9606.ENSP00000263377']"
HUP1,"['9606.ENSP00000364524', '9606.ENSP00000364524']"
HUP2,"['9606.ENSP00000375921', '9606.ENSP00000375921', '9606.ENSP00000375921', '9606.ENSP00000375921']"
HUP48,"['9606.ENSP00000381499', '9606.ENSP00000381499']"
HUPF1,"['9606.ENSP00000470142', '9606.ENSP00000470142', '9606.ENSP00000470142']"
HUPF2,['9606.ENSP00000348708']
HUPF3A,"['9606.ENSP00000364448', '9606.ENSP00000364448', '9606.ENSP00000364448']"
HUPF3B,"['9606.ENSP00000276201', '9606.ENSP00000276201', '9606.ENSP00000276201']"
HUR,"['9606.ENSP00000385269', '9606.ENSP00000385269', '9606.ENSP00000385269', '9606.ENSP00000385269']"
HUR1,"['9606.ENSP00000497482', '9606.ENSP00000497482', '9606.ENSP00000497482']"
HUR7,"['9606.ENSP00000269489', '9606.ENSP00000269489', '9606.ENSP00000269489']"
HURP,"['9606.ENSP00000247191', '9606.ENSP00000247191', '9606.ENSP00000247191']"
HUS,"['9606.ENSP00000356399', '9606.ENSP00000356399', '9606.ENSP00000356399']"
HUS1,"['9606.ENSP00000258774', '9606.ENSP00000258774', '9606.ENSP00000258774', '9606.ENSP00000258774', '9606.ENSP00000258774']"
HUS1B,"['9606.ENSP00000370293', '9606.ENSP00000370293', '9606.ENSP00000370293', '9606.ENSP00000370293', '9606.ENSP00000370293']"
HUS84971,['9606.ENSP00000316109']
HUSI,"['9606.ENSP00000342082', '9606.ENSP00000342082', '9606.ENSP00000342082']"
HUSI-I,"['9606.ENSP00000342082', '9606.ENSP00000342082', '9606.ENSP00000342082']"
HUSI-II,"['9606.ENSP00000425961', '9606.ENSP00000425961']"
HUSPECV,"['9606.ENSP00000317790', '9606.ENSP00000317790', '9606.ENSP00000317790', '9606.ENSP00000317790']"
HUSSY-01,['9606.ENSP00000492260']
HUSSY-08,['9606.ENSP00000363205']
HUSSY-18,"['9606.ENSP00000222388', '9606.ENSP00000222388', '9606.ENSP00000287844', '9606.ENSP00000287844']"
HUSSY-20,['9606.ENSP00000398076']
HUSSY-29,"['9606.ENSP00000483484', '9606.ENSP00000483484', '9606.ENSP00000483484']"
HUSSY19,['9606.ENSP00000479504']
HUSSY29,['9606.ENSP00000483484']
HUSSY5,['9606.ENSP00000199320']
HUT11,"['9606.ENSP00000390637', '9606.ENSP00000390637']"
HUT2,"['9606.ENSP00000255226', '9606.ENSP00000255226', '9606.ENSP00000255226', '9606.ENSP00000255226']"
HUTCH-I,['9606.ENSP00000398632']
HUVISL1,"['9606.ENSP00000384719', '9606.ENSP00000384719', '9606.ENSP00000384719']"
HUWE1,"['9606.ENSP00000340648', '9606.ENSP00000340648', '9606.ENSP00000340648', '9606.ENSP00000340648', '9606.ENSP00000340648']"
HV1,['9606.ENSP00000349181']
HV1S,['9606.ENSP00000264025']
HVCN1,"['9606.ENSP00000349181', '9606.ENSP00000349181', '9606.ENSP00000349181', '9606.ENSP00000349181', '9606.ENSP00000349181']"
HVDAS,['9606.ENSP00000360662']
HVEA,"['9606.ENSP00000347948', '9606.ENSP00000347948', '9606.ENSP00000347948', '9606.ENSP00000347948']"
HVEB,"['9606.ENSP00000252483', '9606.ENSP00000252483', '9606.ENSP00000252483', '9606.ENSP00000252483']"
HVEC,"['9606.ENSP00000264025', '9606.ENSP00000264025', '9606.ENSP00000264025', '9606.ENSP00000264025']"
HVED,"['9606.ENSP00000402060', '9606.ENSP00000402060', '9606.ENSP00000402060']"
HVEM,"['9606.ENSP00000347948', '9606.ENSP00000347948', '9606.ENSP00000347948', '9606.ENSP00000347948']"
HVEM-L,"['9606.ENSP00000469049', '9606.ENSP00000469049']"
HVEML,"['9606.ENSP00000469049', '9606.ENSP00000469049']"
HVH-5,"['9606.ENSP00000380530', '9606.ENSP00000380530', '9606.ENSP00000380530']"
HVH1,"['9606.ENSP00000239223', '9606.ENSP00000239223', '9606.ENSP00000239223']"
HVH2,"['9606.ENSP00000240100', '9606.ENSP00000240100', '9606.ENSP00000240100']"
HVH3,"['9606.ENSP00000358596', '9606.ENSP00000358596', '9606.ENSP00000358596']"
HVH8,['9606.ENSP00000380530']
HVIP,['9606.ENSP00000304102']
HVLI,['9606.ENSP00000322991']
HVLP,['9606.ENSP00000387164']
HVPS41,['9606.ENSP00000309457']
HVR1,"['9606.ENSP00000327246', '9606.ENSP00000327246', '9606.ENSP00000327246']"
HVRP1,"['9606.ENSP00000373594', '9606.ENSP00000373594']"
HVSL1,"['9606.ENSP00000219281', '9606.ENSP00000219281', '9606.ENSP00000219281']"
HVSP41,"['9606.ENSP00000309457', '9606.ENSP00000309457', '9606.ENSP00000309457']"
HWKM1940,"['9606.ENSP00000342336', '9606.ENSP00000342336']"
HWNT11,['9606.ENSP00000325526']
HX,['9606.ENSP00000265983']
HXA,['9606.ENSP00000354610']
HXB,"['9606.ENSP00000265131', '9606.ENSP00000265131', '9606.ENSP00000265131', '9606.ENSP00000265131']"
HXBL,"['9606.ENSP00000407685', '9606.ENSP00000407685']"
HXC-26,"['9606.ENSP00000377225', '9606.ENSP00000377225', '9606.ENSP00000377225']"
HXC26,"['9606.ENSP00000377225', '9606.ENSP00000377225']"
HXCP1,['9606.ENSP00000221515']
HXCP2,"['9606.ENSP00000295755', '9606.ENSP00000295755', '9606.ENSP00000295755', '9606.ENSP00000295755']"
HXK1,['9606.ENSP00000494664']
HXK2,['9606.ENSP00000290573']
HXK3,['9606.ENSP00000292432']
HXKP,['9606.ENSP00000223366']
HXMA,"['9606.ENSP00000327453', '9606.ENSP00000327453', '9606.ENSP00000327453']"
HY,"['9606.ENSP00000322408', '9606.ENSP00000322408', '9606.ENSP00000322408', '9606.ENSP00000322408']"
HYA,"['9606.ENSP00000322408', '9606.ENSP00000322408', '9606.ENSP00000322408', '9606.ENSP00000322408']"
HYA1,['9606.ENSP00000345849']
HYA22,"['9606.ENSP00000273179', '9606.ENSP00000273179', '9606.ENSP00000273179']"
HYAL-1,"['9606.ENSP00000266031', '9606.ENSP00000266031', '9606.ENSP00000266031']"
HYAL-3,['9606.ENSP00000337425']
HYAL-4,['9606.ENSP00000223026']
HYAL1,"['9606.ENSP00000266031', '9606.ENSP00000266031', '9606.ENSP00000266031', '9606.ENSP00000266031', '9606.ENSP00000266031', '9606.ENSP00000345849']"
HYAL2,"['9606.ENSP00000401853', '9606.ENSP00000401853', '9606.ENSP00000401853', '9606.ENSP00000401853', '9606.ENSP00000401853']"
HYAL3,"['9606.ENSP00000337425', '9606.ENSP00000337425', '9606.ENSP00000337425', '9606.ENSP00000337425', '9606.ENSP00000337425', '9606.ENSP00000345849', '9606.ENSP00000345849', '9606.ENSP00000346927']"
HYAL4,"['9606.ENSP00000223026', '9606.ENSP00000223026', '9606.ENSP00000223026', '9606.ENSP00000223026', '9606.ENSP00000223026']"
HYAL5,"['9606.ENSP00000345849', '9606.ENSP00000345849', '9606.ENSP00000345849']"
HYBID,"['9606.ENSP00000378177', '9606.ENSP00000378177', '9606.ENSP00000378177']"
HYC1,['9606.ENSP00000374507']
HYC2,['9606.ENSP00000320006']
HYC3,['9606.ENSP00000386609']
HYCC1,"['9606.ENSP00000403396', '9606.ENSP00000403396', '9606.ENSP00000403396']"
HYCC2,"['9606.ENSP00000393667', '9606.ENSP00000393667', '9606.ENSP00000393667']"
HYD,"['9606.ENSP00000429084', '9606.ENSP00000429084', '9606.ENSP00000429084', '9606.ENSP00000429084']"
HYD1,"['9606.ENSP00000372170', '9606.ENSP00000372170', '9606.ENSP00000372170']"
HYDCC1,['9606.ENSP00000373272']
HYDIN,"['9606.ENSP00000377197', '9606.ENSP00000377197', '9606.ENSP00000377197', '9606.ENSP00000377197', '9606.ENSP00000377197']"
HYDIN1,"['9606.ENSP00000377197', '9606.ENSP00000377197']"
HYDIN2,['9606.ENSP00000377197']
HYDM2,['9606.ENSP00000359392']
HYDM3,['9606.ENSP00000384115']
HYDM4,['9606.ENSP00000354227']
HYDNP1,['9606.ENSP00000349568']
HYGN1,['9606.ENSP00000370737']
HYI,"['9606.ENSP00000361511', '9606.ENSP00000361511', '9606.ENSP00000361511', '9606.ENSP00000361511']"
HYIF1P,['9606.ENSP00000366098']
HYKK,"['9606.ENSP00000373640', '9606.ENSP00000373640', '9606.ENSP00000373640', '9606.ENSP00000373640', '9606.ENSP00000373640']"
HYKPP,"['9606.ENSP00000396320', '9606.ENSP00000396320', '9606.ENSP00000396320']"
HYL,"['9606.ENSP00000378485', '9606.ENSP00000378485', '9606.ENSP00000378485', '9606.ENSP00000378485']"
HYL1,['9606.ENSP00000480004']
HYLS1,"['9606.ENSP00000414884', '9606.ENSP00000414884', '9606.ENSP00000414884', '9606.ENSP00000414884', '9606.ENSP00000414884']"
HYLTK,"['9606.ENSP00000378485', '9606.ENSP00000378485', '9606.ENSP00000378485']"
HYOU1,"['9606.ENSP00000480150', '9606.ENSP00000480150', '9606.ENSP00000480150', '9606.ENSP00000480150', '9606.ENSP00000480150']"
HYP,"['9606.ENSP00000368682', '9606.ENSP00000368682', '9606.ENSP00000368682']"
HYP1,"['9606.ENSP00000368682', '9606.ENSP00000368682', '9606.ENSP00000368682']"
HYPA,"['9606.ENSP00000386458', '9606.ENSP00000386458', '9606.ENSP00000386458', '9606.ENSP00000386458']"
HYPB,"['9606.ENSP00000386759', '9606.ENSP00000386759', '9606.ENSP00000386759', '9606.ENSP00000386759']"
HYPC,"['9606.ENSP00000448073', '9606.ENSP00000448073', '9606.ENSP00000448073', '9606.ENSP00000448073']"
HYPD,"['9606.ENSP00000473093', '9606.ENSP00000473093', '9606.ENSP00000473093']"
HYPDH,"['9606.ENSP00000301175', '9606.ENSP00000301175']"
HYPE,"['9606.ENSP00000446479', '9606.ENSP00000446479', '9606.ENSP00000446479', '9606.ENSP00000446479', '9606.ENSP00000446479']"
HYPERION,"['9606.ENSP00000348573', '9606.ENSP00000348573', '9606.ENSP00000348573']"
HYPF,"['9606.ENSP00000215071', '9606.ENSP00000215071', '9606.ENSP00000215071', '9606.ENSP00000237837', '9606.ENSP00000237837']"
HYPG,"['9606.ENSP00000261427', '9606.ENSP00000261427', '9606.ENSP00000261427']"
HYPH,"['9606.ENSP00000403397', '9606.ENSP00000403397', '9606.ENSP00000403397', '9606.ENSP00000403397']"
HYPJ,"['9606.ENSP00000327694', '9606.ENSP00000327694', '9606.ENSP00000327694', '9606.ENSP00000327694']"
HYPK,"['9606.ENSP00000384474', '9606.ENSP00000384474', '9606.ENSP00000384474', '9606.ENSP00000384474', '9606.ENSP00000384474']"
HYPL,"['9606.ENSP00000368022', '9606.ENSP00000368022', '9606.ENSP00000368022', '9606.ENSP00000368022']"
HYPL1D,['9606.ENSP00000480053']
HYPLIP1,['9606.ENSP00000357000']
HYPM,"['9606.ENSP00000339511', '9606.ENSP00000339511', '9606.ENSP00000339511', '9606.ENSP00000339511', '9606.ENSP00000339511']"
HYPOC1,['9606.ENSP00000420194']
HYPOC2,['9606.ENSP00000078429']
HYPP,"['9606.ENSP00000310557', '9606.ENSP00000396320', '9606.ENSP00000396320', '9606.ENSP00000396320']"
HYPT1,['9606.ENSP00000347433']
HYPT11,['9606.ENSP00000400591']
HYPT12,['9606.ENSP00000346027']
HYPT13,['9606.ENSP00000267119']
HYPT14,['9606.ENSP00000380837']
HYPT2,['9606.ENSP00000365465']
HYPT3,['9606.ENSP00000307240']
HYPT4,['9606.ENSP00000370826']
HYPT5,['9606.ENSP00000358820']
HYPT6,['9606.ENSP00000352785']
HYPT7,['9606.ENSP00000296252']
HYPT8,['9606.ENSP00000367691']
HYPTRP,['9606.ENSP00000444788']
HYRC,"['9606.ENSP00000313420', '9606.ENSP00000313420', '9606.ENSP00000313420', '9606.ENSP00000313420']"
HYRC1,"['9606.ENSP00000313420', '9606.ENSP00000313420', '9606.ENSP00000313420', '9606.ENSP00000313420']"
HYS,['9606.ENSP00000495612']
HYSP1,['9606.ENSP00000363822']
HYSP2,['9606.ENSP00000414517']
HYST0841,['9606.ENSP00000321026']
HYST1046,"['9606.ENSP00000327453', '9606.ENSP00000327453', '9606.ENSP00000327453']"
HYST1481,['9606.ENSP00000078445']
HYST1888,['9606.ENSP00000363419']
HYST2477,['9606.ENSP00000263100']
HYX,['9606.ENSP00000356405']
HZF,"['9606.ENSP00000244360', '9606.ENSP00000338927', '9606.ENSP00000338927']"
HZF-16,"['9606.ENSP00000440365', '9606.ENSP00000440365', '9606.ENSP00000440365']"
HZF-3,"['9606.ENSP00000344479', '9606.ENSP00000344479', '9606.ENSP00000344479']"
HZF1,"['9606.ENSP00000276816', '9606.ENSP00000276816', '9606.ENSP00000498589', '9606.ENSP00000498589', '9606.ENSP00000498589']"
HZF10,"['9606.ENSP00000431202', '9606.ENSP00000431202', '9606.ENSP00000431202']"
HZF11,['9606.ENSP00000385939']
HZF12,"['9606.ENSP00000468049', '9606.ENSP00000468049', '9606.ENSP00000468049']"
HZF16,"['9606.ENSP00000440365', '9606.ENSP00000440365', '9606.ENSP00000440365']"
HZF19,['9606.ENSP00000484852']
HZF2,"['9606.ENSP00000300870', '9606.ENSP00000300870', '9606.ENSP00000300870', '9606.ENSP00000310006', '9606.ENSP00000310006']"
HZF22,"['9606.ENSP00000366273', '9606.ENSP00000366273', '9606.ENSP00000366273']"
HZF28,['9606.ENSP00000467931']
HZF3,"['9606.ENSP00000444412', '9606.ENSP00000444412', '9606.ENSP00000444412']"
HZF4,"['9606.ENSP00000400878', '9606.ENSP00000400878', '9606.ENSP00000400878']"
HZF41,['9606.ENSP00000484852']
HZF5,"['9606.ENSP00000406201', '9606.ENSP00000406201', '9606.ENSP00000406201']"
HZF6,"['9606.ENSP00000291182', '9606.ENSP00000291182', '9606.ENSP00000291182']"
HZF8,"['9606.ENSP00000353491', '9606.ENSP00000353491', '9606.ENSP00000353491']"
HZF9,"['9606.ENSP00000418719', '9606.ENSP00000418719', '9606.ENSP00000418719']"
HZFP100,"['9606.ENSP00000472808', '9606.ENSP00000472808']"
HZFW,"['9606.ENSP00000244360', '9606.ENSP00000244360']"
HZFw1,"['9606.ENSP00000244360', '9606.ENSP00000244360']"
HZW10,['9606.ENSP00000200135']
HZwint-1,['9606.ENSP00000363055']
H_267D11.1,['9606.ENSP00000380690']
H_DJ0042M02.9,"['9606.ENSP00000265849', '9606.ENSP00000265849']"
H_DJ0584D14.12,"['9606.ENSP00000417291', '9606.ENSP00000417291']"
H_DJ0747G18.14,"['9606.ENSP00000304593', '9606.ENSP00000304593']"
H_GS165L15.1,"['9606.ENSP00000350359', '9606.ENSP00000350359']"
H_LUCA15.1,['9606.ENSP00000312999']
H_LUCA16.1,['9606.ENSP00000312999']
H_NH0132A01.6,"['9606.ENSP00000223136', '9606.ENSP00000223136']"
H_NH0514P08.8,"['9606.ENSP00000348752', '9606.ENSP00000348752']"
H_NH0549I23.2,"['9606.ENSP00000312143', '9606.ENSP00000312143']"
H_NH0577018.2,"['9606.ENSP00000314544', '9606.ENSP00000314544', '9606.ENSP00000314544']"
H_NH0792N18.3,"['9606.ENSP00000347005', '9606.ENSP00000347005']"
H_NH1244M04.5,"['9606.ENSP00000265857', '9606.ENSP00000265857']"
H_RG271G13.9,"['9606.ENSP00000258742', '9606.ENSP00000258742']"
H_RG318M05.3,"['9606.ENSP00000344242', '9606.ENSP00000344242']"
H_TD2522F11.8,"['9606.ENSP00000258770', '9606.ENSP00000258770']"
Ha-1,"['9606.ENSP00000251645', '9606.ENSP00000251645', '9606.ENSP00000251645']"
Ha-2,"['9606.ENSP00000225899', '9606.ENSP00000225899']"
Ha-3I,"['9606.ENSP00000007735', '9606.ENSP00000007735', '9606.ENSP00000007735']"
Ha-3II,"['9606.ENSP00000251646', '9606.ENSP00000251646', '9606.ENSP00000251646']"
Ha-4,"['9606.ENSP00000377570', '9606.ENSP00000377570', '9606.ENSP00000377570']"
Ha-5,"['9606.ENSP00000377558', '9606.ENSP00000377558', '9606.ENSP00000377558']"
Has1,"['9606.ENSP00000263239', '9606.ENSP00000263239', '9606.ENSP00000263239']"
Hb-1,"['9606.ENSP00000369349', '9606.ENSP00000369349', '9606.ENSP00000369349']"
Hb-2,"['9606.ENSP00000257974', '9606.ENSP00000257974', '9606.ENSP00000257974']"
Hb-3,"['9606.ENSP00000293670', '9606.ENSP00000293670', '9606.ENSP00000293670']"
Hb-4,"['9606.ENSP00000257951', '9606.ENSP00000257951']"
Hb-5,"['9606.ENSP00000257901', '9606.ENSP00000257901', '9606.ENSP00000257901']"
Hb1,['9606.ENSP00000444533']
Hb2E,"['9606.ENSP00000055335', '9606.ENSP00000055335']"
Hbeta58,"['9606.ENSP00000263559', '9606.ENSP00000263559', '9606.ENSP00000263559']"
Hbp,"['9606.ENSP00000263904', '9606.ENSP00000263904', '9606.ENSP00000263904']"
Hc,"['9606.ENSP00000479606', '9606.ENSP00000479606', '9606.ENSP00000479606']"
HcGIP1,"['9606.ENSP00000282096', '9606.ENSP00000282096', '9606.ENSP00000282096']"
Hcam3,"['9606.ENSP00000379496', '9606.ENSP00000379496', '9606.ENSP00000379496']"
Hcc-1,"['9606.ENSP00000337632', '9606.ENSP00000337632']"
Hcc-2,"['9606.ENSP00000369081', '9606.ENSP00000369081']"
Hcml1,"['9606.ENSP00000272425', '9606.ENSP00000272425', '9606.ENSP00000272425']"
Hcml3,"['9606.ENSP00000413064', '9606.ENSP00000413064']"
Hdgfrp1,"['9606.ENSP00000442129', '9606.ENSP00000442129', '9606.ENSP00000442129']"
Hdgfrp2,"['9606.ENSP00000483345', '9606.ENSP00000483345']"
Hdgfrp3,"['9606.ENSP00000299633', '9606.ENSP00000299633']"
Hdj1,['9606.ENSP00000254322']
Hed,"['9606.ENSP00000352565', '9606.ENSP00000352565', '9606.ENSP00000352565']"
Hek11,"['9606.ENSP00000358309', '9606.ENSP00000358309']"
Hek2,"['9606.ENSP00000332118', '9606.ENSP00000332118']"
Hek3,"['9606.ENSP00000166244', '9606.ENSP00000166244']"
Hek5,"['9606.ENSP00000383053', '9606.ENSP00000383053', '9606.ENSP00000383053']"
Hek6,"['9606.ENSP00000381097', '9606.ENSP00000381097', '9606.ENSP00000381097']"
Hek7,"['9606.ENSP00000480763', '9606.ENSP00000480763']"
Hek8,"['9606.ENSP00000281821', '9606.ENSP00000281821']"
Hel308,"['9606.ENSP00000295488', '9606.ENSP00000295488']"
Helios,"['9606.ENSP00000412869', '9606.ENSP00000412869']"
HemW,"['9606.ENSP00000258955', '9606.ENSP00000258955', '9606.ENSP00000258955']"
Hepp,"['9606.ENSP00000337226', '9606.ENSP00000337226']"
Hepp1,"['9606.ENSP00000424497', '9606.ENSP00000424497']"
Hes1,['9606.ENSP00000232424']
Hfb1,['9606.ENSP00000352544']
Hfz6,"['9606.ENSP00000351605', '9606.ENSP00000351605']"
Hi95,['9606.ENSP00000253063']
HiNF-P,"['9606.ENSP00000318085', '9606.ENSP00000318085', '9606.ENSP00000318085']"
Hiap-2,['9606.ENSP00000477613']
Hic-5,"['9606.ENSP00000378332', '9606.ENSP00000378332']"
HisRS,"['9606.ENSP00000425634', '9606.ENSP00000425634', '9606.ENSP00000494965']"
Hit1,"['9606.ENSP00000484687', '9606.ENSP00000484687']"
HkRP1,"['9606.ENSP00000338728', '9606.ENSP00000338728', '9606.ENSP00000338728']"
HkRP2,"['9606.ENSP00000374507', '9606.ENSP00000374507']"
HkRP3,"['9606.ENSP00000349238', '9606.ENSP00000349238']"
Hkp1,"['9606.ENSP00000355471', '9606.ENSP00000355471', '9606.ENSP00000355471']"
Hlcd,"['9606.ENSP00000497271', '9606.ENSP00000497271', '9606.ENSP00000497271']"
Hmat-Xa,"['9606.ENSP00000376608', '9606.ENSP00000376608', '9606.ENSP00000376608']"
HoJ-1,"['9606.ENSP00000384491', '9606.ENSP00000384491']"
Hobit,"['9606.ENSP00000388792', '9606.ENSP00000388792', '9606.ENSP00000388792']"
Hop2,"['9606.ENSP00000377384', '9606.ENSP00000377384']"
Hos,"['9606.ENSP00000265094', '9606.ENSP00000265094', '9606.ENSP00000265094']"
Hox-2.2,['9606.ENSP00000420009']
Hox-2.3,['9606.ENSP00000239165']
Hox-2.4,['9606.ENSP00000239144']
Hox-2.7,['9606.ENSP00000417207']
Hox-2.8,['9606.ENSP00000331741']
Hox-2.9,['9606.ENSP00000355140']
Hox-4.1,['9606.ENSP00000386498']
Hox-4.2,['9606.ENSP00000302548']
Hox-4.3,['9606.ENSP00000249499']
Hox-4.4,['9606.ENSP00000249501']
Hox-4.7,['9606.ENSP00000328598']
Hox-5.2,['9606.ENSP00000249499']
Hox2.1,['9606.ENSP00000239151']
Hp95,"['9606.ENSP00000411825', '9606.ENSP00000411825']"
Hqk,['9606.ENSP00000355094']
Hrd3,"['9606.ENSP00000337053', '9606.ENSP00000337053', '9606.ENSP00000337053']"
Hrmp1,"['9606.ENSP00000372059', '9606.ENSP00000372059', '9606.ENSP00000372059']"
Hrs,"['9606.ENSP00000331201', '9606.ENSP00000331201']"
Hs.22998,"['9606.ENSP00000385142', '9606.ENSP00000385142', '9606.ENSP00000385142']"
Hs.2563,['9606.ENSP00000321106']
Hs.37288,"['9606.ENSP00000310006', '9606.ENSP00000310006']"
Hs.46638,"['9606.ENSP00000350833', '9606.ENSP00000350833']"
Hs.54452,"['9606.ENSP00000331614', '9606.ENSP00000331614', '9606.ENSP00000331614']"
Hs.6454,"['9606.ENSP00000376753', '9606.ENSP00000376753', '9606.ENSP00000376753']"
Hs.6719,"['9606.ENSP00000413908', '9606.ENSP00000413908', '9606.ENSP00000413908']"
Hs.76067,"['9606.ENSP00000248553', '9606.ENSP00000248553']"
Hs.78846,"['9606.ENSP00000302476', '9606.ENSP00000302476', '9606.ENSP00000302476']"
Hs.8004,"['9606.ENSP00000240874', '9606.ENSP00000240874']"
Hs.84084,"['9606.ENSP00000083182', '9606.ENSP00000083182']"
Hs.84359,"['9606.ENSP00000353475', '9606.ENSP00000353475', '9606.ENSP00000353475']"
Hs.89862,"['9606.ENSP00000341268', '9606.ENSP00000341268', '9606.ENSP00000341268']"
HsCDC18,['9606.ENSP00000209728']
HsCDC6,['9606.ENSP00000209728']
HsCDC7,['9606.ENSP00000393139']
HsCYK-4,['9606.ENSP00000404190']
HsCdc7,"['9606.ENSP00000393139', '9606.ENSP00000393139']"
HsFH,['9606.ENSP00000355518']
HsHPK,['9606.ENSP00000316512']
HsHVRP1,['9606.ENSP00000373594']
HsHec1,['9606.ENSP00000261597']
HsMAD1,"['9606.ENSP00000385334', '9606.ENSP00000385334']"
HsMAPDA,['9606.ENSP00000456242']
HsMCU,['9606.ENSP00000362144']
HsMOT2,"['9606.ENSP00000442688', '9606.ENSP00000442688']"
HsN3,['9606.ENSP00000290541']
HsNAAA80,['9606.ENSP00000346927']
HsORC4,"['9606.ENSP00000441953', '9606.ENSP00000441953']"
HsOTT3,['9606.ENSP00000454545']
HsPK21,['9606.ENSP00000355966']
HsPNLDC1,['9606.ENSP00000376007']
HsRad51,"['9606.ENSP00000493712', '9606.ENSP00000493712']"
HsSWEET1,"['9606.ENSP00000357389', '9606.ENSP00000357389', '9606.ENSP00000357389']"
HsSwt1,"['9606.ENSP00000356470', '9606.ENSP00000356470', '9606.ENSP00000356470']"
HsT1031,"['9606.ENSP00000382976', '9606.ENSP00000382976', '9606.ENSP00000382976']"
HsT1192,"['9606.ENSP00000255224', '9606.ENSP00000255224', '9606.ENSP00000255224']"
HsT1196,"['9606.ENSP00000283752', '9606.ENSP00000283752', '9606.ENSP00000283752']"
HsT1201,"['9606.ENSP00000401645', '9606.ENSP00000401645', '9606.ENSP00000401645']"
HsT1341,"['9606.ENSP00000390637', '9606.ENSP00000390637', '9606.ENSP00000390637']"
HsT1361,"['9606.ENSP00000374125', '9606.ENSP00000374125', '9606.ENSP00000374125']"
HsT1461,"['9606.ENSP00000282058', '9606.ENSP00000282058', '9606.ENSP00000282058']"
HsT1601,"['9606.ENSP00000318697', '9606.ENSP00000318697', '9606.ENSP00000318697']"
HsT161,"['9606.ENSP00000269601', '9606.ENSP00000269601']"
HsT16328,"['9606.ENSP00000497916', '9606.ENSP00000497916', '9606.ENSP00000497916']"
HsT16821,"['9606.ENSP00000453293', '9606.ENSP00000453293', '9606.ENSP00000453293']"
HsT169,"['9606.ENSP00000305696', '9606.ENSP00000305696', '9606.ENSP00000305696']"
HsT16908,"['9606.ENSP00000267889', '9606.ENSP00000267889', '9606.ENSP00000267889']"
HsT16930,"['9606.ENSP00000493712', '9606.ENSP00000493712']"
HsT16933,"['9606.ENSP00000260447', '9606.ENSP00000260447', '9606.ENSP00000260447']"
HsT16992,"['9606.ENSP00000371886', '9606.ENSP00000396045', '9606.ENSP00000396045', '9606.ENSP00000396045']"
HsT17016,"['9606.ENSP00000249647', '9606.ENSP00000249647', '9606.ENSP00000249647']"
HsT17025,"['9606.ENSP00000260372', '9606.ENSP00000260372', '9606.ENSP00000260372']"
HsT1705,"['9606.ENSP00000262127', '9606.ENSP00000262127', '9606.ENSP00000262127']"
HsT1707,"['9606.ENSP00000325919', '9606.ENSP00000325919', '9606.ENSP00000325919']"
HsT17083,"['9606.ENSP00000300289', '9606.ENSP00000300289', '9606.ENSP00000300289']"
HsT17089,"['9606.ENSP00000387187', '9606.ENSP00000387187', '9606.ENSP00000387187']"
HsT17153,"['9606.ENSP00000315006', '9606.ENSP00000315006', '9606.ENSP00000315006']"
HsT17226,"['9606.ENSP00000267842', '9606.ENSP00000267842', '9606.ENSP00000267842']"
HsT17250,"['9606.ENSP00000261845', '9606.ENSP00000261845', '9606.ENSP00000261845']"
HsT17266,"['9606.ENSP00000388940', '9606.ENSP00000388940', '9606.ENSP00000388940']"
HsT17287,"['9606.ENSP00000219919', '9606.ENSP00000219919', '9606.ENSP00000219919']"
HsT17299,"['9606.ENSP00000288207', '9606.ENSP00000288207', '9606.ENSP00000288207']"
HsT1731,"['9606.ENSP00000353377', '9606.ENSP00000353377', '9606.ENSP00000353377']"
HsT17379,"['9606.ENSP00000261889', '9606.ENSP00000261889', '9606.ENSP00000261889']"
HsT17391,"['9606.ENSP00000261884', '9606.ENSP00000261884', '9606.ENSP00000261884']"
HsT17412,"['9606.ENSP00000261892', '9606.ENSP00000261892', '9606.ENSP00000261892']"
HsT17432,"['9606.ENSP00000288840', '9606.ENSP00000288840', '9606.ENSP00000288840']"
HsT17436,"['9606.ENSP00000332973', '9606.ENSP00000332973', '9606.ENSP00000332973']"
HsT17454,"['9606.ENSP00000178640', '9606.ENSP00000178640', '9606.ENSP00000178640']"
HsT17512,"['9606.ENSP00000340505', '9606.ENSP00000340505']"
HsT17534,"['9606.ENSP00000341198', '9606.ENSP00000341198']"
